Id,Label,extime_copy,group,folder
3,mp_sendirr(),0,1,generated_file
4,rad_cnst_get_info_by_mode(),0,1,generated_file
6,Win_Close(),0,1,generated_file
7,modal_aero_coag_init(),0,1,generated_file
8,MeshCubeTopology(),0,1,generated_file
11,read_restart_field_int(),0,1,generated_file
14,list_init2(),0,1,generated_file
16,reconstruction(),0,1,generated_file
17,mmr2vmr(),0,1,generated_file
18,prescribed_ozone_readnl(),0,1,generated_file
19,mpiallmaxint(),0,1,generated_file
24,physics_dme_adjust(),0,1,generated_file
25,cloud_cover_diags_out(),0,1,generated_file
27,tropopause_wmo(),0,1,generated_file
30,wrap_redef(),0,1,generated_file
31,check_departurecell(),0,1,generated_file
34,heterogeneous_rain_freezing(),0,1,generated_file
35,phys_grid_find_cols(),0,1,generated_file
37,mo_constants_inti(),0,1,generated_file
38,check_files(dynamics)(),0,1,generated_file
39,wetdepa_v2(),0,1,generated_file
41,read_water_refindex(),0,1,generated_file
47,ghost_exchangeVfull(),0,1,generated_file
52,pbuf_allocate_field_double(),0,1,generated_file
53,CARMA_Get(physics_carma_models)(),0,1,generated_file
60,nctopo_util_driver(),0,1,generated_file
68,MeshClose(),0,1,generated_file
69,interp_map(),0,1,generated_file
70,linemsdyn_fft(),0,1,generated_file
72,InitReductionBuffer(),0,1,generated_file
73,get_block_ldof_d(),0,1,generated_file
80,ions_init(),0,1,generated_file
83,d2a3d(),0,1,generated_file
88,cube_facepoint_ne(),0,1,generated_file
91,charge_fix(),0,1,generated_file
94,subcol_set_nsubcol(),0,1,generated_file
96,wetdep_inputs_set(),0,1,generated_file
97,sscal(),0,1,generated_file
99,get_solar(),0,1,generated_file
100,highlat_adjust(),0,1,generated_file
101,pio_initdecomp(),0,1,generated_file
102,micro_mg_tend1_5(),0,1,generated_file
103,dynamics_clean(),0,1,generated_file
105,cmie(),0,1,generated_file
114,read_buffered_datetime(),0,1,generated_file
115,drydep_inti(),0,1,generated_file
119,CARMA_InitializeGrowth(physics_carma_models)(),0,1,generated_file
123,Ga_AllToAll_r8(),0,1,generated_file
126,immersion_freezing(),0,1,generated_file
127,scanslt_aft(),0,1,generated_file
130,exp_sol(),0,1,generated_file
134,CARMASTATE_Allocate(),0,1,generated_file
136,MPI_BARRIER(),0,1,generated_file
137,mpi_irecv(),0,1,generated_file
140,Pump(),0,1,generated_file
143,ocn_final_mct(),0,1,generated_file
144,MPI_Bcast(),0,1,generated_file
147,MPI_finalize(),0,1,generated_file
149,advance_file(),0,1,generated_file
153,sw_kgb27(),0,1,generated_file
154,stats_accumulate_hydromet(),0,1,generated_file
155,subcol_field_avg_1di(),0,1,generated_file
156,get_model_time(dynamics)(),0,1,generated_file
157,subcol_write_restart(),0,1,generated_file
160,CARMAGAS_Print(),0,1,generated_file
161,rtrnmc(),0,1,generated_file
162,inter_inti(),0,1,generated_file
163,tend_hi(),0,1,generated_file
167,lcbas(),0,1,generated_file
172,gws_src_fnct(),0,1,generated_file
174,cospsimulator_intr_run(),0,1,generated_file
177,physics_tend_dealloc(),0,1,generated_file
178,dfgmres_check(),0,1,generated_file
181,set_tgcm_ubc(),0,1,generated_file
182,atm_run_esmf(),0,1,generated_file
185,zm_convr(),0,1,generated_file
187,compute_weights(),0,1,generated_file
188,mpi_barrier(),0,1,generated_file
190,linmat01(),0,1,generated_file
192,Win_Open(),0,1,generated_file
193,get_number_sw_bands(),0,1,generated_file
195,lw_kgb14(),0,1,generated_file
197,hetnucl(physics_carma_base)(),0,1,generated_file
199,set_xnox_photo(),0,1,generated_file
201,chem_init_restart(),0,1,generated_file
205,cam_init(),0,1,generated_file
206,newstate(),0,1,generated_file
208,exbdrift_register(),0,1,generated_file
214,cosp(),0,1,generated_file
216,dqk31(),0,1,generated_file
217,taugb15(),0,1,generated_file
218,cloud_rad_props_init(physics_rrtmg)(),0,1,generated_file
220,monotonic_haloswap(),0,1,generated_file
224,setozo(),0,1,generated_file
234,spelt_rkdss(),0,1,generated_file
238,pbuf_allocate_field_{TYPE}(),0,1,generated_file
241,modal_size_parameters(),0,1,generated_file
243,snow_self_aggregation(),0,1,generated_file
